time,weather_code (wmo code),temperature_2m_mean (°F),cloud_cover_mean (%),wind_speed_10m_mean (mp/h),relative_humidity_2m_mean (%),precipitation_sum (inch),IATA_CODE
2019-01-01,63,60.0,93,5.1,93,0.378,ATL
2019-01-02,63,53.0,85,4.3,93,0.571,ATL
2019-01-03,61,53.1,100,4.6,93,0.386,ATL
2019-01-04,65,53.5,85,13.1,83,1.315,ATL
2019-01-05,3,47.9,28,11.6,66,0.0,ATL
2019-01-06,3,52.0,16,5.4,71,0.0,ATL
2019-01-07,3,52.6,74,6.8,77,0.0,ATL
2019-01-08,51,56.1,76,10.8,80,0.016,ATL
2019-01-09,1,43.6,3,14.5,45,0.0,ATL
2019-01-10,3,34.2,34,12.1,54,0.0,ATL
2019-01-11,3,38.1,30,6.5,62,0.0,ATL
2019-01-12,61,38.6,100,12.6,78,0.378,ATL
2019-01-13,55,42.6,98,7.4,89,0.102,ATL
2019-01-14,3,41.7,76,10.0,79,0.0,ATL
2019-01-15,3,36.7,40,8.4,75,0.0,ATL
2019-01-16,3,37.5,16,6.8,79,0.0,ATL
2019-01-17,53,41.5,74,5.3,85,0.091,ATL
2019-01-18,51,49.8,98,4.2,91,0.008,ATL
2019-01-19,63,54.0,94,13.8,93,0.406,ATL
2019-01-20,3,33.9,34,17.4,56,0.0,ATL
2019-01-21,3,30.3,18,8.2,48,0.0,ATL
2019-01-22,51,36.9,61,12.9,58,0.008,ATL
2019-01-23,65,54.1,100,14.3,86,1.138,ATL
2019-01-24,53,40.4,50,12.4,74,0.098,ATL
2019-01-25,3,35.3,22,8.5,60,0.0,ATL
2019-01-26,3,36.6,33,6.2,65,0.0,ATL
2019-01-27,3,40.4,87,4.1,75,0.0,ATL
2019-01-28,3,44.7,44,7.5,69,0.0,ATL
2019-01-29,71,37.3,52,11.4,67,0.154,ATL
2019-01-30,3,31.1,46,7.9,55,0.0,ATL
2019-01-31,0,35.2,1,3.6,66,0.0,ATL
2019-02-01,3,42.9,46,4.8,65,0.0,ATL
2019-02-02,3,49.3,53,5.2,77,0.0,ATL
2019-02-03,61,51.2,57,5.0,85,0.126,ATL
2019-02-04,51,51.5,70,4.9,91,0.02,ATL
2019-02-05,51,59.1,56,5.0,88,0.012,ATL
2019-02-06,63,64.1,80,9.6,90,0.138,ATL
2019-02-07,3,66.5,48,10.4,80,0.0,ATL
2019-02-08,55,49.2,87,14.2,58,0.067,ATL
2019-02-09,73,43.7,81,9.5,43,0.012,ATL
2019-02-10,55,39.4,93,10.2,70,0.185,ATL
2019-02-11,61,49.9,100,6.8,94,0.173,ATL
2019-02-12,63,57.5,100,13.6,90,0.567,ATL
2019-02-13,3,43.5,39,10.0,51,0.0,ATL
2019-02-14,3,48.5,86,7.6,53,0.0,ATL
2019-02-15,63,55.2,82,9.9,86,0.406,ATL
2019-02-16,63,55.7,77,8.7,82,0.228,ATL
2019-02-17,63,49.3,99,10.4,92,0.28,ATL
2019-02-18,61,48.8,81,10.9,68,0.142,ATL
2019-02-19,63,41.7,100,13.6,83,0.866,ATL
2019-02-20,63,43.8,100,12.5,95,0.512,ATL
2019-02-21,63,61.8,91,6.9,95,1.185,ATL
2019-02-22,61,56.8,100,7.0,93,0.224,ATL
2019-02-23,51,50.9,100,11.5,92,0.043,ATL
2019-02-24,63,56.4,38,15.3,59,0.252,ATL
2019-02-25,3,46.2,57,7.3,48,0.0,ATL
2019-02-26,3,53.0,74,5.6,67,0.0,ATL
2019-02-27,61,57.3,76,4.3,90,0.169,ATL
2019-02-28,61,58.0,98,5.8,93,0.472,ATL
2019-03-01,55,59.9,89,8.6,92,0.209,ATL
2019-03-02,51,56.2,95,5.8,84,0.008,ATL
2019-03-03,65,53.8,96,9.6,87,0.728,ATL
2019-03-04,73,38.1,89,14.3,59,0.043,ATL
2019-03-05,3,33.4,8,13.7,45,0.0,ATL
2019-03-06,0,33.3,1,8.4,49,0.0,ATL
2019-03-07,3,43.0,41,5.0,52,0.0,ATL
2019-03-08,53,54.4,94,7.0,57,0.102,ATL
2019-03-09,61,59.8,98,9.5,82,0.106,ATL
2019-03-10,63,60.9,86,6.8,78,0.15,ATL
2019-03-11,53,55.8,89,5.5,76,0.039,ATL
2019-03-12,3,55.8,82,4.9,66,0.0,ATL
2019-03-13,3,56.7,83,10.4,66,0.0,ATL
2019-03-14,51,64.4,87,14.2,80,0.047,ATL
2019-03-15,63,59.2,99,11.0,71,0.646,ATL
2019-03-16,3,46.7,100,11.0,47,0.0,ATL
2019-03-17,3,48.6,74,6.2,49,0.0,ATL
2019-03-18,3,47.2,61,10.2,47,0.0,ATL
2019-03-19,3,44.6,52,8.1,50,0.0,ATL
2019-03-20,3,46.7,10,4.7,57,0.0,ATL
2019-03-21,51,50.1,46,11.3,57,0.008,ATL
2019-03-22,0,49.5,0,11.5,56,0.0,ATL
2019-03-23,3,52.1,48,4.9,55,0.0,ATL
2019-03-24,3,57.1,64,6.0,60,0.0,ATL
2019-03-25,61,57.9,76,7.7,81,0.24,ATL
2019-03-26,63,53.0,77,8.9,85,0.504,ATL
2019-03-27,3,50.7,17,8.2,60,0.0,ATL
2019-03-28,3,51.6,31,4.8,54,0.0,ATL
2019-03-29,3,58.6,92,5.5,64,0.0,ATL
2019-03-30,51,63.4,71,9.6,59,0.012,ATL
2019-03-31,53,49.1,100,14.1,60,0.059,ATL
2019-04-01,3,47.5,32,8.6,44,0.0,ATL
2019-04-02,3,49.4,36,6.4,52,0.0,ATL
2019-04-03,3,54.9,60,4.1,52,0.0,ATL
2019-04-04,61,58.9,80,8.3,65,0.224,ATL
2019-04-05,61,63.1,56,7.1,79,0.307,ATL
2019-04-06,51,63.7,100,7.0,85,0.043,ATL
2019-04-07,51,67.5,83,7.2,83,0.012,ATL
2019-04-08,61,66.4,96,8.8,92,0.496,ATL
2019-04-09,63,64.2,86,5.3,92,0.413,ATL
2019-04-10,3,66.5,22,5.3,74,0.0,ATL
2019-04-11,51,68.6,70,10.8,72,0.008,ATL
2019-04-12,61,67.8,99,7.6,81,0.154,ATL
2019-04-13,53,69.5,89,7.4,72,0.02,ATL
2019-04-14,65,66.6,73,17.6,78,1.094,ATL
2019-04-15,3,52.5,6,11.3,58,0.0,ATL
2019-04-16,3,58.0,19,5.6,61,0.0,ATL
2019-04-17,3,63.8,96,5.5,69,0.0,ATL
2019-04-18,53,68.7,93,12.3,67,0.055,ATL
2019-04-19,65,59.7,71,15.7,81,1.657,ATL
2019-04-20,53,47.4,94,10.5,80,0.138,ATL
2019-04-21,0,55.4,1,8.3,60,0.0,ATL
2019-04-22,1,61.8,2,3.9,65,0.0,ATL
2019-04-23,3,67.1,74,5.1,63,0.0,ATL
2019-04-24,3,68.4,58,6.4,63,0.0,ATL
2019-04-25,63,66.5,91,8.6,77,0.287,ATL
2019-04-26,53,63.3,22,12.1,63,0.047,ATL
2019-04-27,3,61.5,26,6.4,51,0.0,ATL
2019-04-28,51,68.6,50,7.2,66,0.004,ATL
2019-04-29,2,72.1,27,5.8,64,0.0,ATL
2019-04-30,3,73.5,53,6.3,61,0.0,ATL
2019-05-01,51,73.8,96,7.3,68,0.043,ATL
2019-05-02,53,73.1,42,5.6,64,0.024,ATL
2019-05-03,53,72.2,61,4.3,79,0.043,ATL
2019-05-04,63,70.4,95,6.5,86,0.992,ATL
2019-05-05,53,68.2,72,10.3,78,0.071,ATL
2019-05-06,3,67.6,42,5.2,68,0.0,ATL
2019-05-07,3,71.0,39,4.6,68,0.0,ATL
2019-05-08,51,73.6,52,8.7,70,0.02,ATL
2019-05-09,61,71.7,96,8.0,74,0.142,ATL
2019-05-10,55,73.1,80,4.5,76,0.106,ATL
2019-05-11,53,71.4,100,8.2,87,0.138,ATL
2019-05-12,65,66.6,75,7.8,94,2.772,ATL
2019-05-13,3,64.0,23,8.8,69,0.0,ATL
2019-05-14,0,59.5,1,7.2,64,0.0,ATL
2019-05-15,3,63.6,31,4.0,64,0.0,ATL
2019-05-16,51,71.1,34,4.3,70,0.008,ATL
2019-05-17,51,73.9,52,4.6,73,0.004,ATL
2019-05-18,51,75.2,15,4.5,73,0.024,ATL
2019-05-19,3,76.5,56,6.3,57,0.0,ATL
2019-05-20,51,75.5,35,5.6,62,0.016,ATL
2019-05-21,3,78.7,40,4.6,56,0.0,ATL
2019-05-22,3,81.5,37,6.2,51,0.0,ATL
2019-05-23,51,79.0,24,5.5,63,0.024,ATL
2019-05-24,3,81.8,34,4.4,55,0.0,ATL
2019-05-25,1,82.8,9,4.7,54,0.0,ATL
2019-05-26,3,83.0,12,5.3,52,0.0,ATL
2019-05-27,3,83.1,67,5.9,53,0.0,ATL
2019-05-28,3,82.3,18,7.5,51,0.0,ATL
2019-05-29,2,82.1,21,6.4,52,0.0,ATL
2019-05-30,3,81.5,52,8.7,54,0.0,ATL
2019-05-31,51,78.2,46,8.4,55,0.012,ATL
2019-06-01,1,77.5,15,6.2,47,0.0,ATL
2019-06-02,3,77.5,63,6.3,54,0.0,ATL
2019-06-03,3,77.9,31,6.2,53,0.0,ATL
2019-06-04,3,76.1,83,5.6,55,0.0,ATL
2019-06-05,55,77.3,97,4.1,74,0.043,ATL
2019-06-06,61,71.7,99,5.6,90,0.492,ATL
2019-06-07,63,74.2,86,8.8,89,0.736,ATL
2019-06-08,65,71.2,100,9.2,95,1.776,ATL
2019-06-09,63,72.0,99,5.7,93,0.551,ATL
2019-06-10,65,74.1,66,4.6,87,0.839,ATL
2019-06-11,63,72.3,53,6.4,84,0.465,ATL
2019-06-12,55,68.5,91,10.0,85,0.177,ATL
2019-06-13,3,68.9,24,7.9,70,0.0,ATL
2019-06-14,3,66.8,27,4.1,63,0.0,ATL
2019-06-15,51,73.0,60,7.0,70,0.004,ATL
2019-06-16,51,76.7,68,5.9,71,0.024,ATL
2019-06-17,63,77.9,61,4.9,76,0.252,ATL
2019-06-18,63,74.2,98,5.4,91,0.283,ATL
2019-06-19,55,76.3,62,7.6,85,0.122,ATL
2019-06-20,53,77.1,48,10.6,77,0.106,ATL
2019-06-21,51,79.4,57,6.6,74,0.008,ATL
2019-06-22,65,74.6,85,6.4,85,0.382,ATL
2019-06-23,55,76.5,83,6.3,82,0.087,ATL
2019-06-24,53,78.4,74,11.4,76,0.059,ATL
2019-06-25,3,77.3,83,7.0,71,0.0,ATL
2019-06-26,3,76.8,91,4.4,76,0.0,ATL
2019-06-27,3,78.1,61,4.7,71,0.0,ATL
2019-06-28,3,78.5,41,6.0,63,0.0,ATL
2019-06-29,63,75.6,69,4.1,86,0.469,ATL
2019-06-30,63,77.9,75,4.2,78,0.138,ATL
2019-07-01,2,81.8,22,7.0,66,0.0,ATL
2019-07-02,3,83.5,37,6.4,63,0.0,ATL
2019-07-03,3,83.4,75,6.5,60,0.0,ATL
2019-07-04,61,82.1,64,5.0,68,0.071,ATL
2019-07-05,63,79.0,81,4.0,83,0.413,ATL
2019-07-06,63,80.7,78,3.1,77,0.197,ATL
2019-07-07,55,79.7,78,6.0,78,0.161,ATL
2019-07-08,63,80.2,77,5.1,81,0.22,ATL
2019-07-09,63,79.1,71,6.6,86,0.571,ATL
2019-07-10,51,80.7,37,6.4,76,0.039,ATL
2019-07-11,63,79.3,74,4.2,82,0.327,ATL
2019-07-12,61,79.4,84,5.3,80,0.106,ATL
2019-07-13,61,77.9,74,5.8,82,0.22,ATL
2019-07-14,51,78.8,91,4.4,79,0.02,ATL
2019-07-15,51,82.1,82,4.4,63,0.004,ATL
2019-07-16,2,83.0,33,5.6,64,0.0,ATL
2019-07-17,51,82.9,52,7.6,66,0.008,ATL
2019-07-18,65,80.2,81,5.6,79,0.717,ATL
2019-07-19,63,79.1,64,6.0,81,0.311,ATL
2019-07-20,65,76.4,66,4.7,88,0.783,ATL
2019-07-21,51,79.4,51,5.5,73,0.031,ATL
2019-07-22,51,80.8,74,6.6,69,0.008,ATL
2019-07-23,65,74.9,74,8.2,81,1.118,ATL
2019-07-24,3,75.4,36,4.1,62,0.0,ATL
2019-07-25,3,74.4,29,5.4,57,0.0,ATL
2019-07-26,3,77.5,45,5.4,54,0.0,ATL
2019-07-27,51,78.3,40,4.0,56,0.008,ATL
2019-07-28,3,78.6,64,3.4,58,0.0,ATL
2019-07-29,51,78.5,45,2.9,67,0.008,ATL
2019-07-30,61,79.4,54,5.0,64,0.075,ATL
2019-07-31,51,79.4,43,3.2,68,0.012,ATL
2019-08-01,61,79.1,44,4.5,72,0.118,ATL
2019-08-02,51,77.1,67,6.6,76,0.024,ATL
2019-08-03,61,77.1,57,3.1,82,0.122,ATL
2019-08-04,55,76.4,78,3.8,82,0.122,ATL
2019-08-05,63,75.0,58,3.2,88,0.484,ATL
2019-08-06,51,79.3,77,3.5,70,0.008,ATL
2019-08-07,61,81.7,57,6.4,67,0.091,ATL
2019-08-08,3,82.0,70,7.0,67,0.0,ATL
2019-08-09,3,83.4,42,5.6,63,0.0,ATL
2019-08-10,63,80.6,33,4.4,81,0.539,ATL
2019-08-11,51,83.2,47,4.0,73,0.024,ATL
2019-08-12,51,83.5,78,4.5,71,0.035,ATL
2019-08-13,63,83.9,60,4.7,77,0.232,ATL
2019-08-14,51,82.6,58,4.6,72,0.016,ATL
2019-08-15,3,83.7,36,6.3,53,0.0,ATL
2019-08-16,0,82.4,1,4.9,50,0.0,ATL
2019-08-17,1,83.3,3,3.5,53,0.0,ATL
2019-08-18,2,82.8,22,4.9,67,0.0,ATL
2019-08-19,65,79.8,60,4.7,81,0.61,ATL
2019-08-20,61,79.5,74,4.1,78,0.114,ATL
2019-08-21,2,81.4,24,5.3,70,0.0,ATL
2019-08-22,53,82.7,27,6.0,65,0.051,ATL
2019-08-23,63,80.5,69,4.0,76,0.547,ATL
2019-08-24,63,77.4,78,6.0,87,0.728,ATL
2019-08-25,53,71.1,100,9.7,84,0.193,ATL
2019-08-26,63,71.8,98,9.4,84,0.807,ATL
2019-08-27,65,73.9,89,4.3,94,1.268,ATL
2019-08-28,3,77.6,39,7.5,70,0.0,ATL
2019-08-29,0,73.9,0,4.3,60,0.0,ATL
2019-08-30,0,74.8,0,5.1,60,0.0,ATL
2019-08-31,1,77.4,9,6.7,64,0.0,ATL
2019-09-01,51,77.2,50,6.5,73,0.004,ATL
2019-09-02,1,79.2,7,6.2,65,0.0,ATL
2019-09-03,1,80.9,7,4.8,61,0.0,ATL
2019-09-04,3,83.6,22,7.6,55,0.0,ATL
2019-09-05,3,83.1,39,11.6,50,0.0,ATL
2019-09-06,0,79.6,0,8.1,49,0.0,ATL
2019-09-07,51,82.9,9,7.3,58,0.004,ATL
2019-09-08,1,81.1,5,3.9,54,0.0,ATL
2019-09-09,1,83.6,5,3.7,50,0.0,ATL
2019-09-10,63,80.0,50,4.0,77,0.154,ATL
2019-09-11,51,80.9,24,2.9,68,0.008,ATL
2019-09-12,1,83.5,9,3.7,57,0.0,ATL
2019-09-13,63,81.4,37,5.7,65,0.169,ATL
2019-09-14,3,78.1,67,7.5,77,0.0,ATL
2019-09-15,3,79.5,41,5.6,71,0.0,ATL
2019-09-16,1,81.4,11,3.7,59,0.0,ATL
2019-09-17,51,83.4,28,4.7,52,0.004,ATL
2019-09-18,51,78.3,19,10.2,62,0.008,ATL
2019-09-19,3,72.6,40,9.8,55,0.0,ATL
2019-09-20,0,70.9,3,7.6,50,0.0,ATL
2019-09-21,1,74.2,14,4.7,58,0.0,ATL
2019-09-22,2,73.8,9,4.4,57,0.0,ATL
2019-09-23,0,77.4,3,4.5,53,0.0,ATL
2019-09-24,3,79.8,13,5.5,55,0.0,ATL
2019-09-25,3,78.3,27,4.1,51,0.0,ATL
2019-09-26,51,81.4,31,6.4,60,0.024,ATL
2019-09-27,51,82.5,24,5.2,57,0.004,ATL
2019-09-28,53,79.4,40,5.4,77,0.035,ATL
2019-09-29,1,80.5,13,3.5,68,0.0,ATL
2019-09-30,51,82.1,11,3.0,56,0.008,ATL
2019-10-01,51,81.6,32,3.8,63,0.012,ATL
2019-10-02,51,82.5,30,3.5,61,0.02,ATL
2019-10-03,2,84.5,18,5.2,54,0.0,ATL
2019-10-04,3,83.4,16,5.4,50,0.0,ATL
2019-10-05,61,74.3,57,11.5,69,0.102,ATL
2019-10-06,51,69.8,86,9.3,75,0.051,ATL
2019-10-07,51,72.6,44,5.5,78,0.012,ATL
2019-10-08,61,70.8,47,6.1,84,0.217,ATL
2019-10-09,51,67.3,61,7.6,76,0.031,ATL
2019-10-10,3,67.8,30,6.6,72,0.0,ATL
2019-10-11,3,68.4,44,4.6,63,0.0,ATL
2019-10-12,53,69.6,57,6.1,62,0.02,ATL
2019-10-13,55,64.9,88,5.3,88,0.256,ATL
2019-10-14,3,64.8,57,4.2,69,0.0,ATL
2019-10-15,55,66.3,98,5.8,85,0.354,ATL
2019-10-16,63,64.0,85,10.5,71,0.366,ATL
2019-10-17,3,54.5,36,9.3,55,0.0,ATL
2019-10-18,3,57.2,79,8.5,57,0.0,ATL
2019-10-19,63,55.1,99,14.0,86,0.74,ATL
2019-10-20,3,63.2,69,7.5,83,0.0,ATL
2019-10-21,55,66.6,75,7.2,83,0.059,ATL
2019-10-22,61,62.1,47,10.5,64,0.146,ATL
2019-10-23,0,54.6,0,5.9,58,0.0,ATL
2019-10-24,3,59.1,60,7.0,60,0.0,ATL
2019-10-25,61,64.7,100,10.5,87,0.402,ATL
2019-10-26,55,69.3,94,14.7,90,0.165,ATL
2019-10-27,53,61.5,24,7.7,82,0.031,ATL
2019-10-28,3,59.3,35,3.7,86,0.0,ATL
2019-10-29,61,63.3,98,5.6,90,0.232,ATL
2019-10-30,61,68.7,100,10.8,97,0.429,ATL
2019-10-31,61,57.1,78,15.7,83,0.551,ATL
2019-11-01,1,43.1,2,7.7,64,0.0,ATL
2019-11-02,2,45.7,9,7.0,64,0.0,ATL
2019-11-03,2,47.0,5,4.7,63,0.0,ATL
2019-11-04,3,51.3,81,7.0,67,0.0,ATL
2019-11-05,53,56.9,45,5.6,76,0.071,ATL
2019-11-06,3,56.4,14,7.1,72,0.0,ATL
2019-11-07,63,59.8,90,6.6,86,0.815,ATL
2019-11-08,3,47.0,70,10.7,67,0.0,ATL
2019-11-09,0,43.3,1,5.7,63,0.0,ATL
2019-11-10,3,48.6,20,4.6,71,0.0,ATL
2019-11-11,63,54.6,90,6.1,74,0.311,ATL
2019-11-12,63,37.7,49,16.9,73,0.551,ATL
2019-11-13,3,33.3,26,8.5,56,0.0,ATL
2019-11-14,61,38.8,100,6.8,75,0.354,ATL
2019-11-15,61,44.8,93,8.4,92,0.618,ATL
2019-11-16,3,48.6,41,7.2,67,0.0,ATL
2019-11-17,51,51.9,64,3.9,69,0.028,ATL
2019-11-18,51,51.5,64,5.8,71,0.02,ATL
2019-11-19,51,49.2,23,7.5,69,0.004,ATL
2019-11-20,3,49.1,29,7.4,69,0.0,ATL
2019-11-21,51,51.9,47,5.8,69,0.004,ATL
2019-11-22,53,57.2,81,6.8,81,0.043,ATL
2019-11-23,63,57.5,79,12.1,90,0.894,ATL
2019-11-24,3,45.7,19,9.6,70,0.0,ATL
2019-11-25,3,46.0,12,5.2,75,0.0,ATL
2019-11-26,3,51.5,61,7.5,73,0.0,ATL
2019-11-27,63,59.9,56,11.5,68,0.555,ATL
2019-11-28,3,49.9,48,11.9,51,0.0,ATL
2019-11-29,3,53.3,50,3.6,64,0.0,ATL
2019-11-30,51,61.0,74,7.7,67,0.016,ATL
2019-12-01,63,57.6,46,14.8,61,0.457,ATL
2019-12-02,3,40.2,60,13.4,57,0.0,ATL
2019-12-03,3,39.1,67,9.1,65,0.0,ATL
2019-12-04,3,45.9,28,9.9,59,0.0,ATL
2019-12-05,2,48.1,10,6.4,57,0.0,ATL
2019-12-06,51,50.0,87,4.3,63,0.016,ATL
2019-12-07,3,52.3,59,5.6,66,0.0,ATL
2019-12-08,51,50.0,77,12.2,62,0.024,ATL
2019-12-09,51,55.2,98,10.2,82,0.087,ATL
2019-12-10,63,52.6,99,14.5,83,0.303,ATL
2019-12-11,51,40.3,44,10.0,57,0.008,ATL
2019-12-12,63,41.6,50,11.9,61,0.476,ATL
2019-12-13,63,41.0,99,8.3,96,1.76,ATL
2019-12-14,3,46.4,56,9.7,81,0.0,ATL
2019-12-15,3,49.5,28,6.1,83,0.0,ATL
2019-12-16,51,59.2,86,9.0,79,0.024,ATL
2019-12-17,63,51.3,92,15.8,81,0.622,ATL
2019-12-18,1,36.7,4,11.2,57,0.0,ATL
2019-12-19,0,37.3,0,5.8,66,0.0,ATL
2019-12-20,3,41.1,69,6.3,60,0.0,ATL
2019-12-21,55,42.6,100,9.7,72,0.307,ATL
2019-12-22,63,42.3,100,17.3,90,1.72,ATL
2019-12-23,61,51.1,100,15.2,93,0.465,ATL
2019-12-24,3,56.5,37,7.9,83,0.0,ATL
2019-12-25,3,50.0,64,6.4,77,0.0,ATL
2019-12-26,3,51.1,93,4.4,84,0.0,ATL
2019-12-27,51,55.5,92,5.5,85,0.004,ATL
2019-12-28,51,59.0,98,9.0,93,0.02,ATL
2019-12-29,55,65.1,97,12.0,93,0.165,ATL
2019-12-30,63,53.4,29,11.7,63,0.106,ATL
2019-12-31,3,44.5,8,11.7,56,0.0,ATL
2020-01-01,3,44.5,74,6.9,53,0.0,ATL
2020-01-02,63,47.7,100,8.9,82,0.646,ATL
2020-01-03,65,61.7,97,6.1,96,1.988,ATL
2020-01-04,53,49.2,43,14.1,71,0.098,ATL
2020-01-05,0,40.7,0,8.6,63,0.0,ATL
2020-01-06,3,48.0,26,5.8,74,0.0,ATL
2020-01-07,51,49.3,27,13.0,62,0.008,ATL
2020-01-08,1,44.3,5,6.7,61,0.0,ATL
2020-01-09,3,49.6,72,9.7,66,0.0,ATL
2020-01-10,3,57.5,97,11.4,86,0.0,ATL
2020-01-11,61,64.1,100,15.7,94,0.413,ATL
2020-01-12,55,57.8,56,4.6,85,0.114,ATL
2020-01-13,63,61.4,100,4.5,94,0.961,ATL
2020-01-14,63,62.3,100,6.6,97,0.669,ATL
2020-01-15,51,62.3,77,5.8,92,0.012,ATL
2020-01-16,55,56.8,86,11.8,66,0.087,ATL
2020-01-17,3,46.3,79,10.6,44,0.0,ATL
2020-01-18,63,48.0,100,10.3,78,0.48,ATL
2020-01-19,51,42.3,42,14.6,58,0.008,ATL
2020-01-20,2,28.5,13,11.1,58,0.0,ATL
2020-01-21,3,30.0,34,8.1,55,0.0,ATL
2020-01-22,3,34.7,66,7.9,52,0.0,ATL
2020-01-23,61,40.1,99,11.7,72,0.291,ATL
2020-01-24,61,46.4,57,7.9,92,0.299,ATL
2020-01-25,3,40.4,62,9.5,71,0.0,ATL
2020-01-26,3,43.1,75,6.3,70,0.0,ATL
2020-01-27,51,46.1,59,7.0,82,0.035,ATL
2020-01-28,3,44.3,13,6.3,72,0.0,ATL
2020-01-29,3,45.0,80,5.0,72,0.0,ATL
2020-01-30,3,44.8,37,6.3,80,0.0,ATL
2020-01-31,61,40.6,94,8.3,89,0.165,ATL
2020-02-01,53,43.7,69,7.0,83,0.063,ATL
2020-02-02,0,48.4,0,10.3,62,0.0,ATL
2020-02-03,3,55.6,55,7.7,64,0.0,ATL
2020-02-04,55,59.3,99,9.2,84,0.106,ATL
2020-02-05,63,62.1,100,12.6,94,0.929,ATL
2020-02-06,63,60.9,100,13.1,94,2.181,ATL
2020-02-07,53,37.9,50,12.8,66,0.031,ATL
2020-02-08,75,36.4,54,4.9,85,0.217,ATL
2020-02-09,3,41.7,87,7.7,79,0.0,ATL
2020-02-10,65,51.0,99,8.6,90,1.417,ATL
2020-02-11,61,62.5,99,12.2,94,0.618,ATL
2020-02-12,51,60.9,97,10.1,89,0.028,ATL
2020-02-13,65,55.9,96,15.0,78,0.839,ATL
2020-02-14,3,40.3,16,11.2,53,0.0,ATL
2020-02-15,3,40.8,50,7.6,60,0.0,ATL
2020-02-16,63,44.6,88,4.2,89,0.449,ATL
2020-02-17,3,48.8,100,6.4,91,0.0,ATL
2020-02-18,63,55.9,100,6.0,98,1.917,ATL
2020-02-19,53,52.9,99,9.3,87,0.098,ATL
2020-02-20,63,41.7,100,10.8,90,1.008,ATL
2020-02-21,3,38.0,48,7.3,64,0.0,ATL
2020-02-22,3,38.9,40,3.1,66,0.0,ATL
2020-02-23,51,44.8,99,3.2,61,0.016,ATL
2020-02-24,63,47.1,100,7.8,87,1.22,ATL
2020-02-25,53,57.8,100,6.6,82,0.047,ATL
2020-02-26,3,47.4,65,11.0,76,0.0,ATL
2020-02-27,3,38.1,18,9.9,56,0.0,ATL
2020-02-28,51,40.6,30,9.9,61,0.004,ATL
2020-02-29,2,42.4,8,10.9,55,0.0,ATL
2020-03-01,3,47.8,77,6.5,56,0.0,ATL
2020-03-02,61,51.8,89,8.9,85,0.539,ATL
2020-03-03,65,61.6,97,10.1,94,1.059,ATL
2020-03-04,63,55.2,99,3.5,93,1.587,ATL
2020-03-05,63,49.6,72,9.2,91,1.028,ATL
2020-03-06,0,46.8,1,14.4,59,0.0,ATL
2020-03-07,3,42.0,14,6.6,60,0.0,ATL
2020-03-08,3,46.5,73,6.6,60,0.0,ATL
2020-03-09,3,54.9,92,7.9,72,0.0,ATL
2020-03-10,55,57.7,81,8.3,86,0.165,ATL
2020-03-11,51,61.2,77,7.8,85,0.016,ATL
2020-03-12,61,64.0,92,7.8,84,0.197,ATL
2020-03-13,51,64.9,96,8.3,83,0.067,ATL
2020-03-14,51,63.7,67,4.3,79,0.012,ATL
2020-03-15,61,59.4,94,6.7,87,0.205,ATL
2020-03-16,63,53.9,100,9.6,91,0.413,ATL
2020-03-17,51,58.6,81,4.4,89,0.047,ATL
2020-03-18,55,62.9,93,6.6,91,0.13,ATL
2020-03-19,3,67.6,82,8.2,78,0.0,ATL
2020-03-20,61,68.4,83,9.2,78,0.083,ATL
2020-03-21,51,61.5,79,8.5,78,0.008,ATL
2020-03-22,61,55.7,98,9.7,82,0.079,ATL
2020-03-23,63,57.6,100,7.0,95,0.921,ATL
2020-03-24,65,66.1,80,9.0,87,0.858,ATL
2020-03-25,65,63.2,38,8.6,78,0.476,ATL
2020-03-26,3,62.1,45,6.4,74,0.0,ATL
2020-03-27,3,70.0,65,7.7,73,0.0,ATL
2020-03-28,51,71.5,88,10.2,76,0.008,ATL
2020-03-29,55,68.8,94,10.1,67,0.102,ATL
2020-03-30,3,62.6,92,7.7,50,0.0,ATL
2020-03-31,63,55.2,76,11.6,69,0.358,ATL
2020-04-01,3,48.9,49,11.2,63,0.0,ATL
2020-04-02,3,52.0,12,5.4,62,0.0,ATL
2020-04-03,3,58.1,27,4.3,59,0.0,ATL
2020-04-04,51,61.9,82,4.6,59,0.004,ATL
2020-04-05,3,65.0,49,4.5,61,0.0,ATL
2020-04-06,3,67.3,59,5.0,64,0.0,ATL
2020-04-07,53,66.0,91,7.2,75,0.083,ATL
2020-04-08,53,68.7,62,8.6,86,0.071,ATL
2020-04-09,53,68.1,63,12.4,61,0.059,ATL
2020-04-10,3,53.1,31,12.1,37,0.0,ATL
2020-04-11,1,54.4,3,5.5,48,0.0,ATL
2020-04-12,63,63.2,98,13.9,78,0.366,ATL
2020-04-13,65,64.3,17,12.5,71,0.681,ATL
2020-04-14,1,55.3,3,9.0,62,0.0,ATL
2020-04-15,3,49.8,54,11.6,46,0.0,ATL
2020-04-16,0,53.1,0,6.0,46,0.0,ATL
2020-04-17,3,59.3,61,7.8,55,0.0,ATL
2020-04-18,53,59.5,77,9.3,59,0.047,ATL
2020-04-19,65,52.0,91,6.0,83,2.437,ATL
2020-04-20,63,59.5,38,9.1,74,0.394,ATL
2020-04-21,51,61.4,13,10.1,59,0.004,ATL
2020-04-22,63,58.7,75,4.9,57,0.161,ATL
2020-04-23,63,58.9,98,11.2,91,1.409,ATL
