time,weather_code (wmo code),temperature_2m_mean (°F),cloud_cover_mean (%),wind_speed_10m_mean (mp/h),relative_humidity_2m_mean (%),precipitation_sum (inch),IATA_CODE
2021-08-18,51,75.6,62,4.9,76,0.02,DTW
2021-08-19,51,75.2,45,3.2,74,0.008,DTW
2021-08-20,53,75.5,14,3.8,79,0.055,DTW
2021-08-21,51,77.1,23,3.9,79,0.031,DTW
2021-08-22,51,78.8,35,3.3,78,0.047,DTW
2021-08-23,3,77.2,18,5.0,67,0.0,DTW
2021-08-24,53,78.6,58,4.4,77,0.047,DTW
2021-08-25,51,80.7,64,5.3,74,0.008,DTW
2021-08-26,51,80.2,64,3.6,76,0.008,DTW
2021-08-27,63,77.2,50,4.4,84,0.437,DTW
2021-08-28,63,78.9,50,4.5,84,0.252,DTW
2021-08-29,63,79.2,39,8.5,79,0.169,DTW
2021-08-30,53,75.6,74,5.5,69,0.035,DTW
2021-08-31,3,70.6,62,6.8,65,0.0,DTW
2021-09-01,3,68.0,20,10.5,58,0.0,DTW
2021-09-02,3,65.8,18,5.5,63,0.0,DTW
2021-09-03,3,64.0,50,3.7,73,0.0,DTW
2021-09-04,53,69.2,81,6.9,73,0.098,DTW
2021-09-05,51,70.3,33,7.7,61,0.016,DTW
2021-09-06,51,67.0,7,6.4,61,0.004,DTW
2021-09-07,61,71.7,53,10.1,68,0.201,DTW
2021-09-08,1,68.9,14,8.5,63,0.0,DTW
2021-09-09,51,62.4,21,7.6,68,0.016,DTW
2021-09-10,3,65.2,36,4.9,64,0.0,DTW
2021-09-11,3,72.9,34,11.5,59,0.0,DTW
2021-09-12,61,76.6,78,8.9,72,0.079,DTW
2021-09-13,63,68.6,97,4.5,92,0.362,DTW
2021-09-14,61,75.7,78,9.7,74,0.181,DTW
2021-09-15,3,68.4,67,5.0,71,0.0,DTW
2021-09-16,51,67.1,25,5.5,76,0.031,DTW
2021-09-17,51,72.2,18,5.1,79,0.012,DTW
2021-09-18,51,67.1,28,7.7,67,0.004,DTW
2021-09-19,3,67.7,33,5.6,71,0.0,DTW
2021-09-20,51,72.2,92,8.7,81,0.031,DTW
2021-09-21,65,70.0,78,10.4,86,1.413,DTW
2021-09-22,63,56.1,100,16.1,90,2.024,DTW
2021-09-23,61,52.8,96,10.3,91,0.354,DTW
2021-09-24,3,60.7,26,9.1,67,0.0,DTW
2021-09-25,55,58.0,55,8.9,67,0.177,DTW
2021-09-26,3,63.1,52,10.2,58,0.0,DTW
2021-09-27,3,69.0,47,10.6,66,0.0,DTW
2021-09-28,3,61.6,15,6.0,74,0.0,DTW
2021-09-29,2,58.7,5,3.7,75,0.0,DTW
2021-09-30,3,58.4,22,3.7,74,0.0,DTW
2021-10-01,3,61.1,21,4.9,74,0.0,DTW
2021-10-02,61,65.0,89,6.7,74,0.157,DTW
2021-10-03,63,68.4,95,5.6,91,0.504,DTW
2021-10-04,61,66.4,73,3.3,92,0.272,DTW
2021-10-05,3,64.7,67,7.5,88,0.0,DTW
2021-10-06,3,64.2,77,6.8,89,0.0,DTW
2021-10-07,63,67.6,87,6.1,91,0.268,DTW
2021-10-08,63,66.2,72,4.8,93,0.39,DTW
2021-10-09,51,66.8,66,5.3,88,0.031,DTW
2021-10-10,61,69.5,74,9.9,81,0.185,DTW
2021-10-11,3,71.3,67,10.4,78,0.0,DTW
2021-10-12,51,67.8,72,10.8,76,0.031,DTW
2021-10-13,3,65.6,70,6.4,77,0.0,DTW
2021-10-14,63,69.6,84,6.8,82,0.406,DTW
2021-10-15,63,58.4,97,5.9,90,0.898,DTW
2021-10-16,61,54.0,79,11.9,66,0.252,DTW
2021-10-17,3,53.8,28,9.6,54,0.0,DTW
2021-10-18,0,53.2,0,5.1,67,0.0,DTW
2021-10-19,3,57.2,30,7.0,73,0.0,DTW
2021-10-20,55,59.4,51,6.9,74,0.067,DTW
2021-10-21,65,57.3,87,10.5,77,0.957,DTW
2021-10-22,3,46.6,94,4.8,63,0.0,DTW
2021-10-23,51,47.0,55,4.7,74,0.016,DTW
2021-10-24,63,45.1,84,6.4,89,0.799,DTW
2021-10-25,63,47.9,100,14.0,89,0.898,DTW
2021-10-26,3,45.2,44,10.6,70,0.0,DTW
2021-10-27,3,49.7,98,4.9,83,0.0,DTW
2021-10-28,61,54.1,88,9.7,83,0.248,DTW
2021-10-29,61,53.9,100,10.8,94,0.949,DTW
2021-10-30,51,50.6,100,7.1,89,0.047,DTW
2021-10-31,51,50.2,45,9.9,78,0.012,DTW
2021-11-01,3,42.8,44,9.0,60,0.0,DTW
2021-11-02,51,39.1,33,8.8,65,0.008,DTW
2021-11-03,51,38.3,52,5.3,65,0.004,DTW
2021-11-04,51,38.4,65,3.7,73,0.028,DTW
2021-11-05,3,39.5,50,5.1,67,0.0,DTW
2021-11-06,3,40.6,36,6.3,69,0.0,DTW
2021-11-07,3,47.5,24,6.3,78,0.0,DTW
2021-11-08,3,51.6,15,8.1,75,0.0,DTW
2021-11-09,51,50.1,82,4.6,86,0.004,DTW
2021-11-10,3,44.6,76,4.9,81,0.0,DTW
2021-11-11,61,53.0,84,11.4,80,0.319,DTW
2021-11-12,51,42.6,59,11.9,69,0.008,DTW
2021-11-13,71,37.9,73,11.8,77,0.035,DTW
2021-11-14,73,35.6,99,10.4,86,0.205,DTW
2021-11-15,3,35.2,55,9.4,72,0.0,DTW
2021-11-16,3,35.3,70,4.9,77,0.0,DTW
2021-11-17,61,54.9,99,11.8,87,0.256,DTW
2021-11-18,71,39.5,82,12.5,64,0.008,DTW
2021-11-19,3,34.4,45,7.3,66,0.0,DTW
2021-11-20,3,36.3,95,7.4,70,0.0,DTW
2021-11-21,61,37.6,72,8.3,87,0.185,DTW
2021-11-22,1,30.0,7,9.4,56,0.0,DTW
2021-11-23,3,29.7,13,5.8,63,0.0,DTW
2021-11-24,53,40.6,92,10.8,59,0.075,DTW
2021-11-25,61,41.5,89,8.9,90,0.362,DTW
2021-11-26,3,28.3,63,10.9,64,0.0,DTW
2021-11-27,75,28.7,82,4.8,85,0.35,DTW
2021-11-28,73,32.7,57,9.9,78,0.039,DTW
2021-11-29,75,31.7,71,7.0,75,0.122,DTW
2021-11-30,71,35.8,69,7.1,80,0.008,DTW
2021-12-01,51,36.0,100,6.7,86,0.016,DTW
2021-12-02,61,44.9,56,12.6,70,0.098,DTW
2021-12-03,73,34.9,96,2.8,87,0.047,DTW
2021-12-04,3,36.2,69,8.3,64,0.0,DTW
2021-12-05,73,39.0,100,7.9,71,0.441,DTW
2021-12-06,71,37.0,85,14.6,71,0.008,DTW
2021-12-07,71,23.3,93,6.6,56,0.004,DTW
2021-12-08,71,27.8,85,4.7,62,0.024,DTW
2021-12-09,51,33.5,100,8.1,71,0.004,DTW
2021-12-10,61,43.1,73,7.0,88,0.169,DTW
2021-12-11,71,46.3,49,18.1,73,0.264,DTW
2021-12-12,3,38.3,26,12.7,57,0.0,DTW
2021-12-13,3,38.9,23,9.5,66,0.0,DTW
2021-12-14,3,39.0,79,7.0,82,0.0,DTW
2021-12-15,61,51.4,100,12.9,70,0.169,DTW
2021-12-16,51,52.8,57,18.8,60,0.012,DTW
2021-12-17,73,35.8,61,6.5,66,0.043,DTW
2021-12-18,73,33.0,100,9.1,89,0.339,DTW
2021-12-19,3,29.3,45,5.1,69,0.0,DTW
2021-12-20,3,32.6,80,10.0,74,0.0,DTW
2021-12-21,3,34.0,72,9.0,80,0.0,DTW
2021-12-22,3,26.2,44,9.3,59,0.0,DTW
2021-12-23,71,31.7,94,7.5,67,0.004,DTW
2021-12-24,53,41.5,88,7.5,89,0.102,DTW
2021-12-25,63,45.0,77,6.7,93,0.657,DTW
2021-12-26,3,32.4,55,5.3,81,0.0,DTW
2021-12-27,75,37.5,99,9.3,87,0.213,DTW
2021-12-28,75,33.3,100,6.8,84,0.189,DTW
2021-12-29,3,35.5,98,5.4,86,0.0,DTW
2021-12-30,73,33.4,95,3.8,81,0.031,DTW
2021-12-31,51,40.5,99,5.6,89,0.004,DTW
2022-01-01,73,34.3,100,9.3,88,0.264,DTW
2022-01-02,73,23.2,53,9.3,69,0.091,DTW
2022-01-03,0,20.8,0,6.2,63,0.0,DTW
2022-01-04,3,28.8,59,10.3,62,0.0,DTW
2022-01-05,3,26.8,71,16.7,64,0.0,DTW
2022-01-06,3,18.5,87,10.7,67,0.0,DTW
2022-01-07,3,15.3,31,7.7,63,0.0,DTW
2022-01-08,51,24.3,66,10.1,64,0.035,DTW
2022-01-09,51,29.0,65,13.3,71,0.031,DTW
2022-01-10,3,16.4,77,13.4,51,0.0,DTW
2022-01-11,3,19.0,22,10.5,42,0.0,DTW
2022-01-12,71,34.6,91,8.5,70,0.035,DTW
2022-01-13,3,30.0,66,4.7,91,0.0,DTW
2022-01-14,71,23.8,99,9.4,70,0.008,DTW
2022-01-15,3,14.3,59,8.0,48,0.0,DTW
2022-01-16,3,22.6,31,5.1,66,0.0,DTW
2022-01-17,3,26.4,96,12.6,65,0.0,DTW
2022-01-18,3,30.8,96,10.8,69,0.0,DTW
2022-01-19,3,32.5,96,13.3,63,0.0,DTW
2022-01-20,3,18.6,71,7.2,47,0.0,DTW
2022-01-21,3,16.7,25,4.5,55,0.0,DTW
2022-01-22,71,21.9,93,11.0,56,0.004,DTW
2022-01-23,73,20.1,58,6.8,61,0.15,DTW
2022-01-24,73,17.7,85,7.1,79,0.177,DTW
2022-01-25,71,14.4,43,5.7,72,0.012,DTW
2022-01-26,1,7.6,4,6.4,72,0.0,DTW
2022-01-27,71,19.1,96,9.7,72,0.004,DTW
2022-01-28,71,11.8,69,7.7,77,0.008,DTW
2022-01-29,3,6.7,42,5.6,75,0.0,DTW
2022-01-30,71,15.1,83,3.8,78,0.024,DTW
2022-01-31,3,16.5,68,4.2,86,0.0,DTW
2022-02-01,51,35.3,98,9.0,75,0.02,DTW
2022-02-02,75,31.7,100,8.1,93,0.772,DTW
2022-02-03,73,19.6,100,12.8,81,0.228,DTW
2022-02-04,71,14.4,90,6.3,77,0.004,DTW
2022-02-05,3,13.2,83,5.9,83,0.0,DTW
2022-02-06,3,19.5,17,10.3,77,0.0,DTW
2022-02-07,71,25.6,97,8.2,84,0.004,DTW
2022-02-08,3,21.6,51,7.6,82,0.0,DTW
2022-02-09,73,35.3,80,10.7,84,0.035,DTW
2022-02-10,71,31.1,98,10.1,81,0.012,DTW
2022-02-11,73,33.6,95,13.0,90,0.323,DTW
2022-02-12,3,18.6,85,7.6,74,0.0,DTW
2022-02-13,73,10.3,78,4.8,76,0.067,DTW
2022-02-14,3,7.3,55,5.2,72,0.0,DTW
2022-02-15,3,16.6,72,6.8,76,0.0,DTW
2022-02-16,61,44.8,100,16.1,72,0.201,DTW
2022-02-17,75,34.6,100,13.2,88,1.492,DTW
2022-02-18,71,17.8,42,12.4,71,0.016,DTW
2022-02-19,71,15.8,31,12.8,68,0.02,DTW
2022-02-20,3,29.9,28,13.0,70,0.0,DTW
2022-02-21,3,35.2,71,4.9,85,0.0,DTW
2022-02-22,55,47.3,98,12.0,90,0.15,DTW
2022-02-23,3,24.0,93,9.4,66,0.0,DTW
2022-02-24,73,22.0,84,9.0,72,0.142,DTW
2022-02-25,73,21.8,88,7.4,72,0.075,DTW
2022-02-26,3,21.7,43,10.6,70,0.0,DTW
2022-02-27,3,29.9,25,10.1,65,0.0,DTW
2022-02-28,3,28.1,70,7.8,68,0.0,DTW
2022-03-01,3,38.5,62,7.7,72,0.0,DTW
2022-03-02,71,34.2,66,7.3,77,0.031,DTW
2022-03-03,3,24.4,53,6.8,59,0.0,DTW
2022-03-04,3,29.1,94,5.3,60,0.0,DTW
2022-03-05,3,46.3,92,9.9,56,0.0,DTW
2022-03-06,51,50.2,66,15.0,67,0.02,DTW
2022-03-07,73,33.9,94,8.5,81,0.669,DTW
2022-03-08,73,32.5,78,5.9,68,0.016,DTW
2022-03-09,3,34.8,61,6.0,67,0.0,DTW
2022-03-10,3,32.0,99,4.1,69,0.0,DTW
2022-03-11,73,29.5,100,8.0,68,0.094,DTW
2022-03-12,3,18.9,69,13.7,42,0.0,DTW
2022-03-13,73,29.4,45,10.4,57,0.067,DTW
2022-03-14,3,41.2,95,6.9,75,0.0,DTW
2022-03-15,51,37.4,60,4.3,87,0.008,DTW
2022-03-16,3,44.9,20,5.4,81,0.0,DTW
2022-03-17,3,53.6,48,5.2,76,0.0,DTW
2022-03-18,63,45.6,88,8.6,83,0.291,DTW
2022-03-19,61,45.5,96,9.8,91,0.303,DTW
2022-03-20,51,44.8,32,8.4,63,0.008,DTW
2022-03-21,3,45.3,64,6.0,67,0.0,DTW
2022-03-22,61,39.8,100,10.4,76,0.28,DTW
2022-03-23,65,45.1,82,11.5,87,1.287,DTW
2022-03-24,51,45.9,96,12.8,75,0.028,DTW
2022-03-25,51,40.4,94,10.4,77,0.079,DTW
2022-03-26,73,34.4,99,14.1,68,0.051,DTW
2022-03-27,71,26.0,74,12.8,44,0.004,DTW
2022-03-28,3,24.5,38,8.1,42,0.0,DTW
2022-03-29,73,29.5,70,5.8,43,0.016,DTW
2022-03-30,71,48.5,100,10.7,71,0.177,DTW
2022-03-31,61,47.6,98,17.4,66,0.122,DTW
2022-04-01,3,34.4,80,10.0,63,0.0,DTW
2022-04-02,73,35.0,85,4.6,75,0.094,DTW
2022-04-03,73,38.2,94,7.1,77,0.039,DTW
2022-04-04,73,37.9,85,7.9,91,0.346,DTW
2022-04-05,3,43.5,84,5.3,83,0.0,DTW
2022-04-06,61,46.7,68,7.7,90,0.209,DTW
2022-04-07,3,42.9,57,9.9,67,0.0,DTW
2022-04-08,73,40.1,93,8.2,75,0.106,DTW
2022-04-09,71,37.0,93,8.5,69,0.012,DTW
2022-04-10,3,40.8,28,7.3,65,0.0,DTW
2022-04-11,63,54.0,92,9.7,67,0.346,DTW
2022-04-12,3,51.3,30,6.8,64,0.0,DTW
2022-04-13,61,61.7,98,11.6,90,0.276,DTW
2022-04-14,61,49.3,47,16.4,49,0.114,DTW
2022-04-15,71,46.0,89,11.7,65,0.441,DTW
2022-04-16,51,40.5,56,10.0,54,0.004,DTW
2022-04-17,3,34.2,59,6.4,61,0.0,DTW
2022-04-18,75,35.3,100,7.1,84,0.346,DTW
2022-04-19,71,38.4,53,12.7,63,0.059,DTW
2022-04-20,51,41.3,78,8.0,63,0.012,DTW
2022-04-21,55,55.0,40,12.3,65,0.146,DTW
2022-04-22,63,46.6,86,7.5,75,0.315,DTW
2022-04-23,3,62.0,70,8.6,69,0.0,DTW
2022-04-24,61,69.0,92,10.9,69,0.146,DTW
2022-04-25,63,56.2,97,7.1,75,0.417,DTW
2022-04-26,51,41.9,68,9.9,60,0.008,DTW
2022-04-27,3,35.5,38,8.5,63,0.0,DTW
2022-04-28,3,38.5,38,4.1,66,0.0,DTW
2022-04-29,3,43.9,80,6.8,55,0.0,DTW
2022-04-30,51,50.6,100,10.6,46,0.004,DTW
2022-05-01,53,58.3,90,10.0,73,0.039,DTW
2022-05-02,51,52.4,94,7.2,71,0.004,DTW
2022-05-03,63,50.8,100,9.5,89,1.035,DTW
2022-05-04,51,51.2,92,8.9,77,0.004,DTW
2022-05-05,55,49.7,99,4.6,78,0.165,DTW
2022-05-06,53,52.4,99,12.4,71,0.22,DTW
2022-05-07,3,53.5,20,11.0,50,0.0,DTW
2022-05-08,3,51.8,56,6.6,57,0.0,DTW
2022-05-09,3,57.9,58,10.4,56,0.0,DTW
2022-05-10,3,65.2,63,9.2,53,0.0,DTW
2022-05-11,3,67.4,83,5.6,53,0.0,DTW
2022-05-12,3,67.4,58,5.4,50,0.0,DTW
2022-05-13,3,69.3,33,7.0,69,0.0,DTW
2022-05-14,53,68.6,73,5.0,75,0.055,DTW
2022-05-15,55,68.8,76,5.6,67,0.087,DTW
2022-05-16,63,63.0,48,8.4,57,0.339,DTW
2022-05-17,3,57.4,46,7.4,59,0.0,DTW
2022-05-18,61,53.5,95,6.0,87,0.429,DTW
2022-05-19,53,66.2,78,8.7,75,0.031,DTW
2022-05-20,51,76.7,76,13.1,65,0.004,DTW
2022-05-21,53,72.2,100,7.4,72,0.059,DTW
2022-05-22,51,59.9,100,8.5,62,0.02,DTW
2022-05-23,3,52.8,75,7.1,64,0.0,DTW
2022-05-24,3,56.4,76,6.3,61,0.0,DTW
2022-05-25,61,62.9,99,9.1,84,0.244,DTW
2022-05-26,61,69.5,98,10.9,86,0.335,DTW
2022-05-27,65,65.2,98,6.1,83,0.504,DTW
2022-05-28,3,64.3,62,5.0,72,0.0,DTW
2022-05-29,3,68.7,65,8.6,75,0.0,DTW
2022-05-30,3,76.5,53,10.1,61,0.0,DTW
2022-05-31,3,79.4,70,9.9,59,0.0,DTW
2022-06-01,63,72.7,94,6.8,75,0.248,DTW
2022-06-02,55,62.7,53,6.3,60,0.055,DTW
2022-06-03,51,65.7,4,8.4,44,0.004,DTW
2022-06-04,3,61.2,50,5.1,64,0.0,DTW
2022-06-05,3,65.7,92,5.4,58,0.0,DTW
2022-06-06,63,70.1,89,8.1,70,0.228,DTW
2022-06-07,63,66.8,44,8.0,73,0.646,DTW
2022-06-08,63,61.7,85,5.7,76,0.311,DTW
2022-06-09,51,62.4,27,7.1,69,0.02,DTW
2022-06-10,51,64.8,67,4.9,65,0.004,DTW
2022-06-11,51,67.5,61,6.1,65,0.02,DTW
2022-06-12,51,69.4,28,7.1,73,0.012,DTW
2022-06-13,63,68.7,55,6.6,71,0.283,DTW
2022-06-14,63,70.8,61,5.4,78,0.894,DTW
2022-06-15,51,82.0,29,7.4,68,0.008,DTW
2022-06-16,51,82.5,40,11.6,54,0.024,DTW
2022-06-17,0,73.4,1,12.0,47,0.0,DTW
2022-06-18,3,62.2,28,8.3,45,0.0,DTW
2022-06-19,3,65.6,75,4.0,50,0.0,DTW
2022-06-20,61,72.2,89,7.0,63,0.201,DTW
2022-06-21,3,81.9,30,8.5,54,0.0,DTW
2022-06-22,3,80.8,24,8.2,51,0.0,DTW
2022-06-23,1,70.2,3,5.6,58,0.0,DTW
2022-06-24,0,73.4,0,5.0,58,0.0,DTW
2022-06-25,3,75.6,73,6.5,59,0.0,DTW
2022-06-26,51,76.2,89,9.6,58,0.039,DTW
2022-06-27,3,67.2,22,9.1,43,0.0,DTW
2022-06-28,3,67.6,18,5.2,52,0.0,DTW
2022-06-29,51,71.6,38,5.2,62,0.016,DTW
2022-06-30,3,78.8,35,8.1,49,0.0,DTW
2022-07-01,51,76.9,87,9.1,63,0.028,DTW
2022-07-02,3,72.4,47,6.2,50,0.0,DTW
2022-07-03,3,71.7,29,6.6,58,0.0,DTW
2022-07-04,3,78.3,79,7.2,53,0.0,DTW
2022-07-05,65,79.0,93,10.4,72,1.319,DTW
2022-07-06,61,69.9,80,6.8,84,0.224,DTW
2022-07-07,3,71.8,75,3.7,72,0.0,DTW
2022-07-08,61,71.3,89,5.2,74,0.236,DTW
2022-07-09,1,68.2,2,8.8,54,0.0,DTW
2022-07-10,3,68.5,9,4.4,61,0.0,DTW
2022-07-11,65,75.9,55,10.2,57,0.476,DTW
2022-07-12,3,73.9,14,8.8,67,0.0,DTW
2022-07-13,65,68.3,28,3.9,79,0.634,DTW
2022-07-14,1,69.4,12,4.2,65,0.0,DTW
2022-07-15,53,71.3,78,5.3,65,0.031,DTW
2022-07-16,51,71.5,54,4.7,80,0.004,DTW
2022-07-17,63,70.7,100,5.4,92,0.559,DTW
2022-07-18,53,76.7,27,6.5,67,0.059,DTW
2022-07-19,51,79.4,39,7.0,65,0.008,DTW
2022-07-20,53,79.9,35,11.9,66,0.067,DTW
2022-07-21,53,79.1,16,10.3,60,0.028,DTW
2022-07-22,3,78.7,30,7.0,59,0.0,DTW
2022-07-23,51,78.3,84,6.5,68,0.024,DTW
2022-07-24,61,77.7,67,10.4,78,0.177,DTW
2022-07-25,3,71.2,60,6.6,59,0.0,DTW
2022-07-26,3,70.6,72,4.1,64,0.0,DTW
2022-07-27,53,73.3,88,6.0,77,0.13,DTW
2022-07-28,53,74.5,52,9.6,61,0.043,DTW
2022-07-29,3,71.3,24,7.5,54,0.0,DTW
2022-07-30,3,71.7,24,4.8,62,0.0,DTW
2022-07-31,3,73.3,29,5.2,66,0.0,DTW
2022-08-01,51,76.8,46,10.9,64,0.039,DTW
2022-08-02,1,74.8,4,5.7,61,0.0,DTW
2022-08-03,61,79.6,85,9.4,73,0.114,DTW
2022-08-04,61,76.1,81,5.6,84,0.126,DTW
2022-08-05,55,75.7,63,3.8,85,0.094,DTW
2022-08-06,51,79.5,30,5.1,78,0.012,DTW
2022-08-07,61,81.0,98,7.3,72,0.126,DTW
2022-08-08,63,76.4,100,9.6,83,0.63,DTW
2022-08-09,51,70.4,70,4.5,69,0.004,DTW
2022-08-10,2,72.0,14,3.6,68,0.0,DTW
2022-08-11,3,70.3,33,7.2,52,0.0,DTW
2022-08-12,3,67.6,30,3.9,57,0.0,DTW
2022-08-13,51,65.8,95,4.5,67,0.012,DTW
2022-08-14,51,68.2,78,4.3,71,0.004,DTW
2022-08-15,3,71.2,52,7.5,59,0.0,DTW
2022-08-16,51,69.4,14,7.9,69,0.016,DTW
2022-08-17,61,68.4,17,4.7,76,0.161,DTW
2022-08-18,2,70.9,20,3.7,69,0.0,DTW
2022-08-19,3,72.7,36,5.7,66,0.0,DTW
2022-08-20,63,73.2,82,6.0,75,0.248,DTW
2022-08-21,65,69.1,76,3.7,89,0.768,DTW
2022-08-22,51,71.6,34,6.7,74,0.051,DTW
2022-08-23,3,71.3,31,4.5,64,0.0,DTW
2022-08-24,51,73.3,18,3.5,70,0.024,DTW
2022-08-25,51,73.0,78,4.9,74,0.008,DTW
2022-08-26,51,71.1,56,6.5,75,0.028,DTW
2022-08-27,3,67.4,14,4.3,75,0.0,DTW
2022-08-28,3,75.0,71,8.1,72,0.0,DTW
2022-08-29,51,78.9,98,11.3,71,0.031,DTW
2022-08-30,53,73.4,48,10.6,64,0.083,DTW
2022-08-31,2,72.6,10,10.0,56,0.0,DTW
2022-09-01,3,72.3,24,4.7,66,0.0,DTW
2022-09-02,3,75.6,96,5.9,69,0.0,DTW
2022-09-03,3,77.5,55,5.0,69,0.0,DTW
2022-09-04,53,68.9,96,7.7,84,0.083,DTW
2022-09-05,51,69.4,73,8.0,79,0.004,DTW
2022-09-06,3,69.3,63,6.0,71,0.0,DTW
2022-09-07,2,66.5,9,5.3,70,0.0,DTW
2022-09-08,0,66.6,0,4.2,67,0.0,DTW
2022-09-09,1,69.3,2,4.4,71,0.0,DTW
2022-09-10,53,72.7,90,6.3,78,0.067,DTW
2022-09-11,55,70.4,96,7.0,84,0.244,DTW
2022-09-12,51,63.3,64,8.0,70,0.008,DTW
2022-09-13,51,63.9,37,6.1,72,0.012,DTW
2022-09-14,51,68.5,15,6.2,75,0.012,DTW
2022-09-15,3,65.6,65,5.4,73,0.0,DTW
2022-09-16,3,69.3,71,4.9,78,0.0,DTW
2022-09-17,51,72.6,49,7.6,69,0.024,DTW
2022-09-18,51,75.4,74,9.1,63,0.016,DTW
2022-09-19,63,72.3,19,7.4,64,0.461,DTW
2022-09-20,53,69.0,65,4.8,70,0.02,DTW
2022-09-21,61,75.7,68,11.8,65,0.091,DTW
2022-09-22,3,57.6,29,12.5,51,0.0,DTW
2022-09-23,3,54.6,44,4.3,62,0.0,DTW
2022-09-24,55,59.3,92,5.7,70,0.11,DTW
2022-09-25,61,58.9,79,8.0,82,0.268,DTW
2022-09-26,51,55.5,62,13.8,74,0.016,DTW
2022-09-27,51,53.5,52,10.7,71,0.012,DTW
2022-09-28,51,51.7,71,8.7,75,0.008,DTW
2022-09-29,3,51.5,42,4.1,74,0.0,DTW
2022-09-30,3,53.3,28,6.4,70,0.0,DTW
2022-10-01,3,58.4,39,10.1,67,0.0,DTW
2022-10-02,3,55.0,7,10.2,67,0.0,DTW
2022-10-03,3,51.4,44,4.7,63,0.0,DTW
2022-10-04,0,54.4,1,3.5,65,0.0,DTW
2022-10-05,3,58.9,51,4.5,66,0.0,DTW
2022-10-06,53,61.1,76,8.4,62,0.031,DTW
2022-10-07,3,46.3,76,9.2,63,0.0,DTW
2022-10-08,3,45.3,26,9.3,59,0.0,DTW
2022-10-09,53,53.8,39,8.8,51,0.028,DTW
2022-10-10,3,55.7,13,5.0,68,0.0,DTW
2022-10-11,53,63.5,48,10.3,47,0.028,DTW
2022-10-12,61,62.4,79,11.9,67,0.197,DTW
2022-10-13,51,50.4,39,11.2,55,0.012,DTW
2022-10-14,51,49.6,50,11.1,39,0.008,DTW
2022-10-15,53,47.2,44,11.7,59,0.031,DTW
2022-10-16,3,49.9,58,7.9,61,0.0,DTW
2022-10-17,71,42.0,86,12.7,77,0.138,DTW
2022-10-18,71,39.6,93,14.1,79,0.146,DTW
2022-10-19,51,41.5,99,12.2,70,0.059,DTW
2022-10-20,73,39.5,69,8.8,52,0.055,DTW
2022-10-21,3,54.1,34,11.0,44,0.0,DTW
2022-10-22,2,59.7,10,10.3,57,0.0,DTW
2022-10-23,3,60.2,34,7.2,69,0.0,DTW
2022-10-24,3,61.5,58,8.0,59,0.0,DTW
2022-10-25,53,63.2,94,8.6,58,0.031,DTW
2022-10-26,53,51.4,81,10.7,76,0.118,DTW
2022-10-27,3,42.5,57,5.1,71,0.0,DTW
2022-10-28,3,46.4,47,5.3,77,0.0,DTW
2022-10-29,3,45.9,26,4.0,82,0.0,DTW
2022-10-30,51,48.3,96,3.3,85,0.004,DTW
2022-10-31,63,57.4,86,5.4,92,0.303,DTW
2022-11-01,3,56.4,22,5.8,79,0.0,DTW
2022-11-02,0,52.9,1,4.1,80,0.0,DTW
2022-11-03,3,55.6,19,7.3,81,0.0,DTW
2022-11-04,3,63.5,98,12.2,64,0.0,DTW
2022-11-05,51,65.8,84,16.8,55,0.008,DTW
2022-11-06,3,55.4,29,9.5,56,0.0,DTW
2022-11-07,3,48.7,13,8.8,46,0.0,DTW
2022-11-08,3,44.1,51,7.1,66,0.0,DTW
2022-11-09,3,53.1,25,7.5,55,0.0,DTW
2022-11-10,3,60.0,37,9.1,40,0.0,DTW
2022-11-11,3,53.8,90,7.3,67,0.0,DTW
2022-11-12,73,35.4,74,8.0,76,0.157,DTW
2022-11-13,3,34.1,64,8.1,64,0.0,DTW
2022-11-14,3,32.7,94,3.3,64,0.0,DTW
2022-11-15,71,36.8,100,7.5,79,0.11,DTW
2022-11-16,71,35.6,94,9.6,77,0.028,DTW
2022-11-17,73,32.0,59,12.2,65,0.043,DTW
2022-11-18,73,28.3,45,14.4,63,0.031,DTW
2022-11-19,71,24.6,63,15.1,52,0.008,DTW
2022-11-20,3,22.6,37,10.8,50,0.0,DTW
2022-11-21,3,32.1,31,11.5,45,0.0,DTW
2022-11-22,3,35.6,45,6.6,69,0.0,DTW
2022-11-23,2,36.7,5,4.5,76,0.0,DTW
2022-11-24,53,41.9,85,6.3,71,0.11,DTW
2022-11-25,3,43.4,31,10.1,69,0.0,DTW
2022-11-26,3,42.2,38,8.7,58,0.0,DTW
2022-11-27,63,41.1,100,7.8,86,0.78,DTW
2022-11-28,51,38.9,95,5.1,77,0.008,DTW
2022-11-29,3,46.1,92,11.2,76,0.0,DTW
2022-11-30,61,36.5,96,17.8,66,0.165,DTW
2022-12-01,3,30.1,57,8.6,62,0.0,DTW
2022-12-02,51,42.5,98,13.4,50,0.004,DTW
2022-12-03,55,38.7,58,13.3,70,0.138,DTW
2022-12-04,3,28.9,13,9.5,52,0.0,DTW
2022-12-05,3,36.7,90,7.8,51,0.0,DTW
2022-12-06,51,42.0,100,3.3,80,0.028,DTW
2022-12-07,3,43.0,92,3.8,88,0.0,DTW
2022-12-08,3,38.0,89,5.3,77,0.0,DTW
2022-12-09,73,34.1,83,10.6,77,0.067,DTW
